Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,Agent,Country,State or Province,City,Order Date,Ship Date,Profit,Quantity ordered new,Sales
Critical,0.02,11.55,2.36,2770,Joel Burnette,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 309,0.55,South,Sam,United States,Georgia,Dunwoody,08/03/2015,10/03/2015,1289.38,14,159.53
High,0.07,177.98,0.99,2771,Kevin Wolfe,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Kensington 7 Outlet MasterPiece Power Center,0.56,South,Sam,United States,Georgia,East Point,13/06/2015,13/06/2015,-191.55,3,536.29
Not Specified,0.1,5.18,5.74,2773,Christina Zhu,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Impact Binders,0.36,West,William,United States,California,Dublin,26/03/2015,28/03/2015,-29,2,10.96
Low,0.07,574.74,24.49,2775,Theodore Rubin,Regular Air,Consumer,Technology,Office Machines,Large Box,Polycom ViaVideoª Desktop Video Communications Unit,0.37,Central,Chris,United States,Illinois,Franklin Park,30/01/2015,04/02/2015,2860.93,8,4146.28
Critical,0.03,350.98,30,2776,April Henson,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,0.61,East,Erin,United States,Maryland,Gaithersburg,12/01/2015,15/01/2015,2692.44,11,3902.09
Critical,0.04,1.68,1,2776,April Henson,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Prang Dustless Chalk Sticks,0.35,East,Erin,United States,Maryland,Gaithersburg,12/01/2015,14/01/2015,2.07,8,14.18
High,0.05,205.99,8.99,2778,Alison Jones,Express Air,Consumer,Technology,Telephones and Communication,Small Box,Talkabout T8097,0.58,South,Sam,United States,North Carolina,Wilmington,11/02/2015,12/02/2015,111.05,12,2118.99
High,0.08,205.99,8.99,2778,Alison Jones,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,TimeportP7382,0.56,South,Sam,United States,North Carolina,Wilmington,11/02/2015,12/02/2015,-1963.75,5,837.64
Critical,0.01,35.99,5.99,2779,Jacob Burgess,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory41,0.38,South,Sam,United States,North Carolina,Wilson,11/06/2015,12/06/2015,-60.7,11,345.07
Low,0.09,2.16,6.05,2781,Kelly Byers,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Peel & Stick Add-On Corner Pockets,0.37,West,William,United States,Oregon,Woodburn,31/01/2015,04/02/2015,-37.79,2,5.48
Low,0.03,808.49,55.3,2781,Kelly Byers,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",0.4,West,William,United States,Oregon,Woodburn,31/01/2015,07/02/2015,7576.11,11,8201.33
Low,0,6.48,8.19,2781,Kelly Byers,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 217,0.37,West,William,United States,Oregon,Woodburn,31/01/2015,07/02/2015,-43.26,3,22.67
Not Specified,0.01,47.98,3.61,2787,Rodney Kearney,Express Air,Consumer,Technology,Computer Peripherals,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",0.71,South,Sam,United States,Louisiana,Metairie,12/03/2015,13/03/2015,-44.44,8,393.98
Critical,0.09,2.88,0.7,2791,Dawn Larson,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 346,0.56,Central,Chris,United States,Michigan,Madison Heights,15/01/2015,15/01/2015,4.85,7,19.29
Medium,0.06,2.61,0.5,2794,Connie Bunn,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 479,0.39,Central,Chris,United States,Iowa,Marshalltown,20/03/2015,22/03/2015,3.59,2,5.21
High,0.07,4.76,0.88,2794,Connie Bunn,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Wirebound Voice Message Log Book,0.39,Central,Chris,United States,Iowa,Marshalltown,07/06/2015,07/06/2015,15.81,5,22.92
Low,0.04,3.57,4.17,2795,Harry Burns,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Barrel Sharpener,0.59,Central,Chris,United States,Iowa,Mason City,26/01/2015,28/01/2015,-69.91,8,30.9
Low,0.05,200.99,4.2,2795,Harry Burns,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2160i,0.59,Central,Chris,United States,Iowa,Mason City,26/01/2015,30/01/2015,1630.53,14,2363.08
Low,0.07,195.99,8.99,2795,Harry Burns,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,A1228,0.58,Central,Chris,United States,Iowa,Mason City,26/01/2015,26/01/2015,-457.16,2,328.45
Medium,0.02,30.44,1.49,2796,Cindy McLeod,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Premier Elliptical Ring Binder, Black",0.37,Central,Chris,United States,Iowa,Sioux City,21/01/2015,23/01/2015,266.76,12,386.61
Medium,0,5.02,5.14,2797,Cameron Kendall,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.79,East,Erin,United States,Pennsylvania,Pittsburgh,10/01/2015,11/01/2015,-159.3,8,43.94
Medium,0.02,4.91,0.5,2797,Cameron Kendall,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 508,0.36,East,Erin,United States,Pennsylvania,Pittsburgh,21/01/2015,22/01/2015,29.88,9,43.31
Low,0,17.52,8.17,2801,Jimmy Wang,Regular Air,Home Office,Office Supplies,Appliances,Medium Box,Bionaire 99.97% HEPA Air Cleaner,0.5,West,William,United States,Arizona,Chandler,28/06/2015,03/07/2015,52.76,15,284.34
Medium,0.07,500.98,28.14,2803,Catherine Dorsey Burnett,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",0.38,West,William,United States,California,East Los Angeles,05/02/2015,06/02/2015,2699.98,10,3913.02
Medium,0.1,178.47,19.99,2803,Catherine Dorsey Burnett,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,"Hot File¨ 7-Pocket, Floor Stand",0.55,West,William,United States,California,East Los Angeles,05/02/2015,07/02/2015,-170.98,1,180.14
Medium,0.07,30.56,2.99,2813,Marjorie Burnette,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Surelockª Post Binders,0.35,South,Sam,United States,Tennessee,Cleveland,07/02/2015,07/02/2015,-95.62,12,364.92
High,0.05,4.71,0.7,2817,Paul W French,Express Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,Plymouth Boxed Rubber Bands by Plymouth,0.8,East,Erin,United States,Ohio,Newark,01/06/2015,02/06/2015,-2.38,2,12.16
High,0.04,55.99,1.25,2817,Paul W French,Express Air,Corporate,Technology,Telephones and Communication,Small Pack,Accessory32,0.35,East,Erin,United States,Ohio,Newark,01/06/2015,02/06/2015,-18.32,3,147.56
Low,0.08,6.48,2.74,2820,Laurence Simon,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Sony MFD2HD Formatted Diskettes, 10/Pack",0.71,Central,Chris,United States,Missouri,Oakville,10/05/2015,12/05/2015,-82.64,18,113.68
Not Specified,0.1,22.01,5.53,2820,Laurence Simon,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16801 Nautilusª Battery Pencil Sharpener,0.59,Central,Chris,United States,Missouri,Oakville,14/01/2015,15/01/2015,31.59,14,281.75
Low,0.02,21.98,2.87,2823,Max Hurley,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,0.55,West,William,United States,Nevada,North Las Vegas,30/04/2015,02/05/2015,165.63,11,240.05
Low,0.02,27.48,4,2825,Carole Rosen,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Belkin MediaBoard 104- Keyboard,0.75,West,William,United States,Idaho,Boise,20/05/2015,27/05/2015,19.31,3,87.21
Low,0.08,10.06,2.06,2825,Carole Rosen,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,Riverleaf Stik-Withit¨ Designer Note Cubes¨,0.39,West,William,United States,Idaho,Boise,20/05/2015,24/05/2015,0.33,4,40.15
High,0.05,11.29,5.03,2828,Monica Howard,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,X-Rackª File for Hanging Folders,0.59,West,William,United States,California,El Centro,19/02/2015,21/02/2015,-35.26,8,90.46
Medium,0.07,39.48,1.99,2828,Monica Howard,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",0.54,West,William,United States,California,El Centro,01/06/2015,02/06/2015,322.25,12,467.03
Not Specified,0.03,140.98,36.09,2833,Tim Connolly,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",0.77,Central,Chris,United States,Minnesota,Inver Grove Heights,25/03/2015,27/03/2015,-221.5,4,608.81
Not Specified,0.08,65.99,8.99,2833,Tim Connolly,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,Talkabout T8367,0.56,Central,Chris,United States,Minnesota,Inver Grove Heights,25/03/2015,26/03/2015,206.35,15,808.61
High,0.07,51.98,10.17,2837,Leslie Hawley,Regular Air,Home Office,Technology,Office Machines,Medium Box,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,0.37,Central,Chris,United States,Oklahoma,Tulsa,08/03/2015,10/03/2015,439.79,13,637.37
High,0.1,80.97,33.6,2837,Leslie Hawley,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Lexmark Z25 Color Inkjet Printer,0.37,Central,Chris,United States,Oklahoma,Tulsa,08/03/2015,11/03/2015,-149.46,3,232.16
High,0,21.98,2.87,2840,Bob Berg,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,0.55,South,Sam,United States,Florida,North Miami,19/03/2015,20/03/2015,21.1,16,360.03
Medium,0.05,15.68,3.73,2840,Bob Berg,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Artistic Insta-Plaque,0.46,South,Sam,United States,Florida,North Miami,11/06/2015,13/06/2015,1166.63,17,260.01
Medium,0,14.98,8.99,2840,Bob Berg,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"GE 4 Foot Flourescent Tube, 40 Watt",0.39,South,Sam,United States,Florida,North Miami,11/06/2015,12/06/2015,-40.6,18,273.79
Medium,0.02,38.76,13.26,2840,Bob Berg,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1892,0.36,South,Sam,United States,Florida,North Miami,11/06/2015,12/06/2015,-294.08,1,44.62
Not Specified,0.04,90.48,19.99,2847,Vanessa Day,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Tyvek¨ Side-Opening Peel & Seel¨ Expanding Envelopes,0.4,South,Sam,United States,Tennessee,Collierville,09/04/2015,11/04/2015,55.56,3,268.64
Not Specified,0.02,9.77,6.02,2847,Vanessa Day,Regular Air,Corporate,Furniture,Office Furnishings,Medium Box,DAX Solid Wood Frames,0.48,South,Sam,United States,Tennessee,Collierville,09/04/2015,10/04/2015,-535.33,9,87.68
Not Specified,0.09,34.99,7.73,2847,Vanessa Day,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Box,Hunt Boston¨ Vacuum Mount KS Pencil Sharpener,0.59,South,Sam,United States,Tennessee,Collierville,09/04/2015,11/04/2015,-208.72,1,37.62
Medium,0,49.99,19.99,2848,Eileen Dalton,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Zoom V.92 USB External Faxmodem,0.41,South,Sam,United States,Tennessee,Columbia,06/06/2015,08/06/2015,38.89,16,832.97
Low,0.05,115.99,8.99,2851,Annie Sherrill,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,5185,0.58,Central,Chris,United States,Texas,Odessa,09/04/2015,13/04/2015,719.35,11,1042.54
Medium,0.08,7.84,4.71,2855,Vicki Womble,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,XtraLife¨ ClearVueª Slant-D¨ Ring Binders by Cardinal,0.35,West,William,United States,Washington,Des Moines,21/01/2015,22/01/2015,-12.88,10,76.16
Medium,0.03,105.34,24.49,2855,Vicki Womble,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,0.61,West,William,United States,Washington,Des Moines,21/01/2015,22/01/2015,618.13,10,1038.14
Low,0.09,6783.02,24.49,2855,Vicki Womble,Regular Air,Consumer,Technology,Office Machines,Large Box,Polycom ViewStationª ISDN Videoconferencing Unit,0.39,West,William,United States,Washington,Des Moines,10/03/2015,14/03/2015,-14140.7,1,6296
Medium,0.06,2.94,0.96,2858,Jerry Webster,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,0.58,South,Sam,United States,Florida,Fruit Cove,17/05/2015,18/05/2015,-8.88,3,8.79
Low,0.04,67.28,19.99,2858,Jerry Webster,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Catalog Binders with Expanding Posts,0.4,South,Sam,United States,Florida,Fruit Cove,23/05/2015,28/05/2015,14.75,30,2051.68
Low,0.1,130.98,54.74,2858,Jerry Webster,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",0.69,South,Sam,United States,Florida,Fruit Cove,23/05/2015,23/05/2015,669.61,42,5295.03
Low,0.04,2.78,1.25,2858,Jerry Webster,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 318,0.59,South,Sam,United States,Florida,Fruit Cove,23/05/2015,23/05/2015,213,28,80.27
Not Specified,0.03,142.86,19.99,2859,Brad H Blake,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Letter Size Cart,0.56,South,Sam,United States,Florida,Gainesville,01/04/2015,03/04/2015,-8.39,23,3292.02
Medium,0.05,20.99,4.81,2861,Dwight Robinson,Regular Air,Corporate,Technology,Telephones and Communication,Medium Box,1726 Digital Answering Machine,0.58,Central,Chris,United States,Kansas,Hays,28/02/2015,28/02/2015,4.9,11,199.43
High,0,12.22,2.85,2862,Carrie High,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Aluminum Document Frame,0.55,Central,Chris,United States,Nebraska,La Vista,11/04/2015,12/04/2015,76.39,9,110.71
Critical,0.01,13.79,8.78,2865,Roberta Mitchell,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,9-3/4 Diameter Round Wall Clock,0.43,Central,Chris,United States,Texas,Paris,23/02/2015,25/02/2015,-36.77,4,56.68
Critical,0.04,33.29,8.74,2865,Roberta Mitchell,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Bases and Tops For Staxonsteel¨/High-Stak¨ Systems,0.61,Central,Chris,United States,Texas,Paris,23/02/2015,24/02/2015,87.03,8,273.34
High,0.01,125.99,8.99,2867,Dana Teague,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,M70,0.59,East,Erin,United States,District of Columbia,Washington,17/04/2015,18/04/2015,-582.65,2,226.88
High,0.03,896.99,19.99,2868,Eugene Clayton,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind TL300 Electric Binding System,0.38,West,William,United States,Washington,Edmonds,08/01/2015,10/01/2015,3602.13,6,5220.48
High,0.01,125.99,8.99,2868,Eugene Clayton,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,M70,0.59,West,William,United States,Washington,Edmonds,17/04/2015,18/04/2015,-582.65,1,113.44
Not Specified,0.08,15.99,13.18,2868,Eugene Clayton,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",0.37,West,William,United States,Washington,Edmonds,25/05/2015,27/05/2015,-66.59,4,66.02
Medium,0.07,2.89,0.5,2873,Benjamin Gunter,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 498,0.38,South,Sam,United States,Florida,Hialeah,22/01/2015,24/01/2015,441.59,12,33.02
Medium,0,217.85,29.1,2873,Benjamin Gunter,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",0.68,South,Sam,United States,Florida,Hialeah,22/01/2015,23/01/2015,394.17,10,2273.1
Low,0.05,4.84,0.71,2874,Marian Willis,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,*Staples* Highlighting Markers,0.52,Central,Chris,United States,Nebraska,La Vista,06/04/2015,15/04/2015,13.45,4,19.49
Critical,0.03,304.99,19.99,2874,Marian Willis,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Hi-Tech Manual Binding System,0.4,Central,Chris,United States,Nebraska,La Vista,22/06/2015,24/06/2015,4033.61,19,5845.81
Critical,0.09,65.99,8.99,2874,Marian Willis,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,V 3600 Series,0.58,Central,Chris,United States,Nebraska,La Vista,22/06/2015,24/06/2015,141.78,12,633.85
Not Specified,0,8.33,1.99,2877,Shannon Aldridge,Express Air,Consumer,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,East,Erin,United States,Ohio,North Olmsted,02/03/2015,04/03/2015,74.18,12,107.51
Not Specified,0,8.33,1.99,2878,Susan Carroll Berman,Express Air,Consumer,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,West,William,United States,Washington,Seattle,02/03/2015,04/03/2015,82.31,47,421.08
Medium,0.05,6.68,6.93,2880,Grace Black,Regular Air,Small Business,Office Supplies,Paper,Small Box,HP Office Paper (20Lb. and 87 Bright),0.37,South,Sam,United States,Florida,North Miami Beach,28/03/2015,29/03/2015,-2.35,11,77.2
Low,0.09,243.98,43.32,2880,Grace Black,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",0.55,South,Sam,United States,Florida,North Miami Beach,08/05/2015,13/05/2015,1059.29,25,5587.89
High,0.03,4.06,6.89,2882,Andrew Gonzalez,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Eureka Disposable Bags for Sanitaire¨ Vibra Groomer I¨ Upright Vac,0.6,South,Sam,United States,North Carolina,Charlotte,20/02/2015,22/02/2015,-246.28,37,159.89
High,0.01,3.75,0.5,2882,Andrew Gonzalez,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 510,0.37,South,Sam,United States,North Carolina,Charlotte,20/02/2015,21/02/2015,55.19,48,180.48
High,0.02,10.68,13.04,2882,Andrew Gonzalez,Regular Air,Consumer,Furniture,Office Furnishings,Large Box,Dana Swing-Arm Lamps,0.6,South,Sam,United States,North Carolina,Charlotte,20/02/2015,22/02/2015,-307.3,31,350.48
High,0.07,28.99,8.59,2882,Andrew Gonzalez,Regular Air,Consumer,Technology,Telephones and Communication,Medium Box,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,0.56,South,Sam,United States,North Carolina,Charlotte,19/03/2015,19/03/2015,-16.06,39,936.8
Critical,0.05,6.48,8.73,2882,Andrew Gonzalez,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 227,0.37,South,Sam,United States,North Carolina,Charlotte,09/05/2015,09/05/2015,-160.38,35,232.5
High,0.09,363.25,19.99,2882,Andrew Gonzalez,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Hoover WindTunnelª Plus Canister Vacuum,0.57,South,Sam,United States,North Carolina,Charlotte,05/06/2015,06/06/2015,732.27,21,7497.05
Low,0.05,63.94,14.48,2882,Andrew Gonzalez,Express Air,Consumer,Furniture,Office Furnishings,Small Box,"Howard Miller 16"" Diameter Gallery Wall Clock",0.46,South,Sam,United States,North Carolina,Charlotte,30/06/2015,07/07/2015,270.87,21,1336.35
Low,0.02,43.98,1.99,2882,Andrew Gonzalez,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Memorex 80 Minute CD-R Spindle, 100/Pack",0.44,South,Sam,United States,North Carolina,Charlotte,21/01/2015,25/01/2015,333.76,40,1724.01
Critical,0.05,6.48,8.73,2883,Stuart Sharma,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 227,0.37,East,Erin,United States,Ohio,North Olmsted,09/05/2015,09/05/2015,-120.59,9,59.79
High,0.07,28.99,8.59,2884,Stuart C Robinson,Regular Air,Consumer,Technology,Telephones and Communication,Medium Box,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,0.56,East,Erin,United States,Ohio,North Ridgeville,19/03/2015,19/03/2015,-12.08,10,240.21
High,0.09,363.25,19.99,2884,Stuart C Robinson,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Hoover WindTunnelª Plus Canister Vacuum,0.57,East,Erin,United States,Ohio,North Ridgeville,05/06/2015,06/06/2015,1231.66,5,1785.01
